,link,genre,company,country,language,keywords
10,Wont-Back-Down#tab=summary,"['Drama', 'Drama']","['Walden Media', 'Gran Via', 'Walden Media', 'Gran Via']",United States,"['English', 'English']","['Agitprop', 'Inspired by a True Story', 'Inspirational Teacher', 'Political', 'Teachers', 'Agitprop', 'Inspired by a True Story', 'Inspirational Teacher', 'Political', 'Teachers']"
11,Action-Point#tab=summary,"['Comedy', 'Comedy']","['Paramount Pictures', 'Gerber Pictures', 'Hello Junior', 'Paramount Pictures', 'Gerber Pictures', 'Hello Junior']",United States,"['English', 'English']","['Daredevil', 'Amusement Park', 'Prologue', 'Non-Chronological', 'Corporations vs. Mom and Pop Store', 'Dysfunctional Family', 'Old Age Makeup', 'Daredevil', 'Amusement Park', 'Prologue', 'Non-Chronological', 'Corporations vs. Mom and Pop Store', 'Dysfunctional Family', 'Old Age Makeup']"
12,Fall-of-the-Roman-Empire-The#tab=summary,"['Drama', 'Drama']",[],United States,"['English', 'English']",[]
13,Nutcracker-The-(1993)#tab=summary,"['Musical', 'Musical']",[],United States,"['English', 'English']","['Living Toys', 'Living Toys']"
14,George-Balanchines-The-Nutcracker#tab=summary,"['Concert/Performance', 'Concert/Performance']","['Regency Enterprises', 'Regency Enterprises']",United States,"['English', 'English']",[]
15,Kansas-City#tab=summary,"['Drama', 'Drama']","['Fine Line Features', 'Sandcastle 5 Productions', 'Ciby 2000', 'Fine Line Features', 'Sandcastle 5 Productions', 'Ciby 2000']",France,"['English', 'English']","['Mafia', '1930s', 'Mafia', '1930s']"
16,Out-of-the-Inferno#tab=summary,"['Action', 'Action']",[],China,"['Cantonese', 'Mandarin', 'Cantonese', 'Mandarin']",[]
17,George-A-Romeros-Land-of-the-Dead#tab=summary,"['Horror', 'Horror']",[],Canada,"['English', 'English']","['Zombies', 'Survival Horror', 'Delayed Sequel', 'Dystopia', 'Zombies', 'Survival Horror', 'Delayed Sequel', 'Dystopia']"
18,Indigenes-(Days-of-Glory)#tab=summary,"['Drama', 'Drama']",[],Algeria,"['Arabic', 'French', 'Arabic', 'French']","['World War II', 'War', 'World War II', 'War']"
19,Amityville-Horror-The-(2005)#tab=summary,['Horror'],"['Metro-Goldwyn-Mayer Pictures', 'Dimension Films', 'Michael Bay', 'Platinum Dunes', 'Radar Pictures']",United States,['English'],"['Haunting', 'Based on an UNTRUE Story', 'Supernatural', 'Supernatural Horror']"
20,Adaptation#tab=summary,['Comedy'],[],English,['English'],"['Same Actor, Multiple Roles', 'Writing and Writers', 'Movie Business', ""Writer's Block"", 'Death of a Sibling', 'Comedy Drama', 'Romance', 'Twins', 'Death of a Twin', 'Autobiographical', 'Inspired by a True Story', 'Voiceover/Narration', 'Car Accident', 'Relationships Gone Wrong', 'Dysfunctional Family', 'Narcotics']"
21,Invention-of-Lying-The#tab=summary,['Comedy'],"['Radar Pictures', 'Media Rights Capital']",United States,['English'],"['Satirical Comedy', 'Satire', 'Religious', 'Directing Yourself', 'Alternate or Altered Realities', 'Screenwriters', 'Movie Business', 'Money Troubles', 'Fired', 'Romance', 'Relationships Gone Wrong', 'Screenplay Written By the Star']"
22,Fear-and-Loathing-in-Las-Vegas#tab=summary,['Black Comedy'],"['Rhino Films', 'Laila Nabulsi']",United States,['English'],"['Black Comedy', 'Cult Movie', 'Narcotics', 'Addiction', 'Set in Las Vegas', '1970s']"
23,Ne-Le-Dis-a-Personne#tab=summary,['Thriller/Suspense'],[],France,['French'],"['Foreign Language', 'Serial Killer']"
24,Left-Behind#tab=summary,"['Drama', 'Drama']",[],United States,[],"['Rapture', 'Faith-Based Film', 'Famously Bad', 'Rapture', 'Faith-Based Film', 'Famously Bad']"
25,Hunt-The-(2020)#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['Blumhouse', 'Universal Pictures', 'Blumhouse', 'Universal Pictures']",United States,"['English', 'English']","['Political', 'Satire', 'Humans as Prey', 'Delayed Release', 'Hunting', 'Political', 'Satire', 'Humans as Prey', 'Delayed Release', 'Hunting']"
26,Neighbors-(2013)#tab=summary,['Comedy'],"['Good Universe', 'Point Grey']",United States,['English'],"['Neighbors from Hell', 'New Parents', 'College', 'Fraternity/Sorority', 'Non-Chronological', 'Prank Gone Wrong', 'Intertitle', 'Scene in End Credits', 'Improvised', 'Judd Apatow Buddy Comedy', 'Generational Conflict']"
27,Borat#tab=summary,['Comedy'],"['Four by Two Films', 'Everyman Pictures', 'Dune Entertainment', 'Major Studio Partners']",United States,['English'],[]
28,Mask-The#tab=summary,['Comedy'],['Katja Motion Picture Corporation'],United States,['English'],"['Organized Crime', 'Visual Effects', 'Dark Horse Comics']"
29,Big#tab=summary,['Comedy'],['Gracie Films'],United States,['English'],"['Body Swap', 'Same Role, Multiple Actors', 'Dysfunctional Family', 'Voiceover/Narration', 'Coming of Age', 'Wish Granters', 'Romance', 'First Love', 'February / May Romance']"
30,Legally-Blonde#tab=summary,['Comedy'],[],United States,['English'],"['College', 'Epilogue', 'Fraternity/Sorority']"
31,Mean-Girls#tab=summary,['Comedy'],"['Paramount Pictures', 'Lorne Michaels']",United States,['English'],"['New Guy/Girl in School', 'Voiceover/Narration', 'Tween']"
32,Star-Trek-III-The-Search-for-Spock#tab=summary,['Adventure'],['Paramount Pictures'],United States,['English'],"['Visual Effects', 'Reincarnation']"
33,Exorcism-of-Emily-Rose-The-(2005)#tab=summary,['Horror'],['Lakeshore Entertainment'],United States,"['Aramaic', 'English']","['Religious', 'Possessed', 'Exorcism', 'Supernatural Horror', 'Supernatural']"
34,Deuce-Bigalow-Male-Gigolo#tab=summary,['Comedy'],['Happy Madison'],United States,['English'],"['Prostitution', 'Farcical / Slapstick Comedy', 'Money Troubles', 'Epilogue', 'Death of a Pet', 'Revenge', 'Romance']"
35,Barbershop-2-Back-in-Business#tab=summary,['Comedy'],[],United States,['English'],"['Beauty Industry', 'African Americans', 'Hood Film', 'Comedy Drama']"
36,Family-Stone-The#tab=summary,['Comedy'],[],United States,['English'],"['Family Comedy', 'Christmas', 'In-Laws / Future In-Laws', 'Dysfunctional Family', 'F-Rated', 'Interracial Romance', 'Adopted Family', 'LGBTQ+', 'Relationships Gone Wrong', 'Infidelity']"
37,Bad-Santa#tab=summary,['Black Comedy'],"['Dimension Films', 'Mike Zoss']",United States,['English'],"['Christmas', 'Confidence Men', 'Black Comedy']"
38,Predator#tab=summary,['Action'],['20th Century Fox'],United States,['English'],"['Humans as Prey', '3-D', 'Alien Encounters', '3-D - Post-production Conversion', '3D Re-release', 'Action Adventure']"
39,My-Big-Fat-Greek-Wedding-2#tab=summary,['Comedy'],"['Universal Pictures', 'Gold Circle Entertainment', 'HBO Films', 'Playtone']",United States,['English'],"['Delayed Sequel', 'Relationships Gone Wrong', 'Romantic Comedy']"
40,Perfect-Guy-The#tab=summary,['Thriller/Suspense'],['Rocklin/Faust'],United States,['English'],"['African Americans', 'Romance', 'Relationships Gone Wrong', 'Stalker', 'Unbelieving Police', 'Psychological Thriller']"
41,Austin-Powers-International-Man-of-Mystery#tab=summary,['Comedy'],['New Line Cinema'],United States,['English'],"['Secret Agent', 'Spoof', 'Time Travel', 'Same Actor, Multiple Roles', 'Farcical / Slapstick Comedy']"
42,Diary-of-A-Wimpy-Kid-Rodrick-Rules#tab=summary,"['Adventure', 'Adventure']","['Fox 2000 Pictures', 'Color Force', 'Fox 2000 Pictures', 'Color Force']",United States,"['English', 'English']","['Dysfunctional Family', 'New Guy/Girl in School', 'Breaking the Fourth Wall', 'Voiceover/Narration', 'Bullies', 'Coming of Age', 'Romance', 'Non-Chronological', 'Musicians', 'Sequels Without Their Original Stars', 'Animated Sequences', 'Sibling Rivalry', 'Family Adventure', 'Dysfunctional Family', 'New Guy/Girl in School', 'Breaking the Fourth Wall', 'Voiceover/Narration', 'Bullies', 'Coming of Age', 'Romance', 'Non-Chronological', 'Musicians', 'Sequels Without Their Original Stars', 'Animated Sequences', 'Sibling Rivalry', 'Family Adventure']"
43,Amadeus#tab=summary,['Drama'],['Saul Zaentz Company'],United States,['English'],"['Biography', 'Performing Arts', 'Musicians', 'Professional Rivalry', 'Child Prodigy', 'Oscars Best Picture Winner', '1700s', 'Biographical Drama']"
44,Old-(2021)#tab=summary,['Thriller/Suspense'],"['Blinding Edge Pictures', 'Universal Pictures', 'Perfect World Pictures']",United States,['English'],"['Psychological Thriller', 'Tourists In Trouble', 'Vacation', 'Family Vacations', 'Same Role, Multiple Actors', 'Supernatural']"
45,Forever-Purge-The#tab=summary,['Horror'],"['Blumhouse', 'Platinum Dunes', 'Man in a Tree Productions', 'Perfect World Pictures', 'Universal Pictures']",United States,['English'],"['Action Horror', 'Political']"
46,Prom-Night-(2008)#tab=summary,['Horror'],"['Screen Gems', 'Original Film', 'Newmarket Films', 'Alliance Films']",United States,['English'],"['Slasher Horror', 'Revenge']"
47,Soul-Surfer#tab=summary,['Drama'],"['Tri-Star Pictures', 'FilmDistrict', 'Enticing Entertainment', 'Island Film Group', 'Affirm Films', 'Brookwell McNamara Entertainment', ""Life's a Beach Entertainment"", 'Mandalay Vision']",United States,['English'],"['Voiceover/Narration', 'Comeback', 'Surfing', 'Religious', 'Animals Gone Bad', 'Medical and Hospitals', 'Faith-Based Film', 'Set in Hawaii', 'Biographical Drama', 'Biography']"
48,Under-the-Tuscan-Sun#tab=summary,['Comedy'],[],Italy,['English'],"['Comedy Drama', 'Romance', 'Set in San Francisco', 'Set in Italy', 'Set in Tuscany', 'Writing and Writers', 'Relationships Gone Wrong', 'Infidelity', ""Writer's Block"", 'LGBTQ+', 'Pregnant Women', 'Vacation', 'Immigration']"
49,Uncle-Drew#tab=summary,['Comedy'],"['Temple Hill Entertainment', 'Pepsi Productions', 'Summit Entertainment']",United States,['English'],"['Basketball', 'Road Trip', 'Out of Retirement', 'Ensemble', 'Gratuitous Cameos', 'Set in Harlem', 'Set in New York City', 'Sports Comedy']"
50,Birdman#tab=summary,['Black Comedy'],"['New Regency', 'M. Productions', 'Le Grisbi', 'Worldview Entertainment', 'Fox Searchlight Pictures', 'Regency Enterprises']",United States,['English'],"['Theater Actor', 'Theater', 'Mental Illness', 'Voiceover/Narration', 'Dysfunctional Family', 'Broadway', '2015 Oscars Best Picture Nominee', 'Comeback', 'Digital Cinematography', 'Rehab / Former Addict', 'Black Out Drunk', 'Oscars Best Picture Winner']"
51,Peggy-Sue-Got-Married#tab=summary,['Comedy'],[],United States,[],"['Time Travel', 'High School Reunions', 'Romance', 'Infidelity', 'Relationships Gone Wrong', 'Surprise Twist', 'Comedy Drama', 'Writing and Writers', 'Singers', 'Love Triangle']"
52,Gosford-Park#tab=summary,['Comedy'],[],Italy,['English'],"['Dinner Party', 'Upstairs / Downstairs', 'Murder Mystery', 'Comedy Drama', 'Sex Crimes', 'Young Child Dealing with the Death of a Parent', 'Dysfunctional Family', 'Adopted Family', 'Satire', 'Ensemble']"
53,Orange-County#tab=summary,['Comedy'],"['MTV Films', 'Scott Rudin Productions']",United States,['English'],"['Dysfunctional Family', 'Comedy Drama', 'Graduation', 'Set in California', 'Death of a Best Friend', 'Writing and Writers', 'Coming of Age']"
54,Gung-Ho#tab=summary,['Comedy'],[],United States,"['English', 'Japanese']","['Comedy Drama', 'Culture Clash', 'Fired', 'Money Troubles', 'Set in Pennsylvania, United States', 'Unemployed', 'Scene in End Credits']"
55,Blue-Jasmine#tab=summary,['Comedy'],"['Gravier Productions', 'Perdido', 'Sony Pictures Classics']",United States,['English'],"['White Collar Crime', 'Infidelity', 'Dysfunctional Family', 'Relationships Gone Wrong', 'Romance', 'Comedy Drama']"
56,United-93#tab=summary,"['Drama', 'Drama']","['Universal Pictures', 'StudioCanal', 'Working Title Films', 'Universal Pictures', 'StudioCanal', 'Working Title Films']",United States,"['English', 'English']","['Terrorism', 'In a Plane', '9/11', 'Historical Drama', 'Terrorism', 'In a Plane', '9/11', 'Historical Drama']"
57,Honey#tab=summary,"['Drama', 'Drama']",[],United States,"['English', 'English']","['Romance', 'Boss From Hell', 'Gratuitous Cameos', 'Professional Rivalry', 'Money Troubles', 'Juvenile Delinquent', 'Dancing', 'Hip Hop and Rap', 'Life Drama', 'Romance', 'Boss From Hell', 'Gratuitous Cameos', 'Professional Rivalry', 'Money Troubles', 'Juvenile Delinquent', 'Dancing', 'Hip Hop and Rap', 'Life Drama']"
58,Fog-The-(2005)#tab=summary,['Horror'],['Revolution Studios'],United States,['English'],"['Revenge', 'Haunting', 'Visual Effects', 'Supernatural', 'Supernatural Horror', 'Extreme Weather', '1870s', 'Prologue', 'Medical and Hospitals', 'Betrayal']"
59,Spy-Hard#tab=summary,['Comedy'],[],United States,[],"['Spoof', 'Farcical / Slapstick Comedy', 'Family Affair', 'Secret Agent', 'Out of Retirement']"
60,Ricki-and-the-Flash#tab=summary,"['Drama', 'Drama']","['Marc Platt Productions', 'Badwill Entertainment ', 'LStar Capital', 'Marc Platt Productions', 'Badwill Entertainment ', 'LStar Capital']",United States,"['English', 'English']","['Dysfunctional Family', 'Singers', 'Musicians', 'Wedding Day', 'Music Industry', 'Interracial Romance', 'Romance', 'Family Affair', 'Relatives Playing Relatives', 'Comedy Drama', 'Dysfunctional Family', 'Singers', 'Musicians', 'Wedding Day', 'Music Industry', 'Interracial Romance', 'Romance', 'Family Affair', 'Relatives Playing Relatives', 'Comedy Drama']"
61,Glory#tab=summary,['Drama'],"['Tri-Star Pictures', 'Freddie Fields Productions']",United States,['English'],"['Historical Battles', 'War', 'African Americans', 'Historical Drama', 'The Civil War', '1860s', 'Bigotry', 'Slavery']"
62,Art-of-Racing-in-the-Rain-The-(2019)#tab=summary,"['Drama', 'Drama']","['20th Century Fox', 'Original Film', 'Starbucks Coffee Company', 'Shifting Gears Productions', '20th Century Fox', 'Original Film', 'Starbucks Coffee Company', 'Shifting Gears Productions']",United States,"['English', 'English']","['Animal Lead', 'Auto Racing', 'Talking Animals', 'Reincarnation', 'Voiceover/Narration', 'Comedy Drama', 'Romance', 'In-Laws / Future In-Laws', 'Cancer', 'Death of a Spouse or Fiancée / Fiancé', 'Death of a Son or Daughter', 'Dysfunctional Family', 'Falsely Accused', 'Animal Lead', 'Auto Racing', 'Talking Animals', 'Reincarnation', 'Voiceover/Narration', 'Comedy Drama', 'Romance', 'In-Laws / Future In-Laws', 'Cancer', 'Death of a Spouse or Fiancée / Fiancé', 'Death of a Son or Daughter', 'Dysfunctional Family', 'Falsely Accused']"
63,Conan-the-Destroyer#tab=summary,['Action'],[],United States,[],"['Sword & Sorcerer', 'Action Adventure', 'Death of a Spouse or Fiancée / Fiancé', 'Betrayal', 'Human Sacrifice', 'Demons']"
64,Love-the-Coopers#tab=summary,['Comedy'],"['CBS Films', 'Imagine Entertainment', 'Groundswell Productions', 'Handwritten Films']",United States,['English'],"['Christmas', 'Christmas in November', 'Fake Dating', 'Single Parent', 'Dysfunctional Family', 'Ensemble', 'Family Comedy', 'Romance', 'Non-Chronological', 'Relationships Gone Wrong']"
65,Catch-22#tab=summary,"['Black Comedy', 'Black Comedy']",[],United States,"['English', 'Italian', 'English', 'Italian']","['World War II', 'War', 'Anti-war', 'Black Comedy', 'Satire', '1940s', 'In a Plane', 'Plane Crash', 'Sex Crimes', 'Prostitution', 'Revenge', 'Death of a Girlfriend / Boyfriend', 'AWOL', 'World War II', 'War', 'Anti-war', 'Black Comedy', 'Satire', '1940s', 'In a Plane', 'Plane Crash', 'Sex Crimes', 'Prostitution', 'Revenge', 'Death of a Girlfriend / Boyfriend', 'AWOL']"
66,Observe-and-Report#tab=summary,['Black Comedy'],"['Warner Bros.', 'Legendary Pictures', 'De Line Pictures']",United States,['English'],"['Black Comedy', 'Security Guard', 'Police Detective', 'Mental Illness', 'Romance', 'Relationships Gone Wrong', 'Sex Crimes', 'Prescription Drug Abuse']"
67,Raging-Bull#tab=summary,['Drama'],[],United States,[],"['Biography', 'Boxing', 'Film Noir', 'Throwing a Fight / Match', 'Sports Drama', 'Prologue', 'Non-Chronological', '1960s', '1940s', 'Underdog', '1950s']"
68,Love-Happens#tab=summary,"['Drama', 'Drama']","['Universal Pictures', 'Relativity Media', 'Stuber Pictures', 'Camp/Thompson Productions', 'Universal Pictures', 'Relativity Media', 'Stuber Pictures', 'Camp/Thompson Productions']",United States,"['English', 'English']","['Romance', 'Romantic Drama', 'Dating After the Death of a Romantic Partner', 'Widow/Widower', 'In-Laws / Future In-Laws', 'Writing and Writers', 'Self-help movement', 'Inspirational Speaker', 'Set in Seattle, WA', 'Death of a Son or Daughter', 'Depression', 'Romance', 'Romantic Drama', 'Dating After the Death of a Romantic Partner', 'Widow/Widower', 'In-Laws / Future In-Laws', 'Writing and Writers', 'Self-help movement', 'Inspirational Speaker', 'Set in Seattle, WA', 'Death of a Son or Daughter', 'Depression']"
69,Fame-(2008)#tab=summary,"['Musical', 'Musical']","['Lakeshore Entertainment', 'Lakeshore Entertainment']",United States,"['English', 'English']",[]
70,Circle-The-(2016)#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['Image Nation Abu Dhabi', 'Playtone', 'Likely Story', 'IM Global', 'Parkes+Macdonald Productions', 'Route One', '1978 Films', 'EuropaCorp', 'Image Nation Abu Dhabi', 'Playtone', 'Likely Story', 'IM Global', 'Parkes+Macdonald Productions', 'Route One', '1978 Films', 'EuropaCorp']",United States,"['English', 'English']","['Internet', 'Corporate Life', 'Big Brother', 'Dystopia', 'Shadowy Organization', 'Corporate Malfeasance', 'Novel or Other Work Adapted by Author', 'Posthumous Release', 'Techno-Thriller', 'Bollywood', 'Internet', 'Corporate Life', 'Big Brother', 'Dystopia', 'Shadowy Organization', 'Corporate Malfeasance', 'Novel or Other Work Adapted by Author', 'Posthumous Release', 'Techno-Thriller', 'Bollywood']"
71,Young-Sherlock-Holmes#tab=summary,['Adventure'],"['Amblin Entertainment', 'Henry Winkler', 'Roger Birnbaum']",United Kingdom,['English'],[]
72,127-Hours-(2010)#tab=summary,['Drama'],"['Big Screen Prods', 'Down Prods', 'Dune Entertainment', 'Everest Entertainment', 'Darlow Smithson', 'Decibel Films', 'Pathe of a Cloud Eight']",United States,['English'],"['Marooned', 'One Character', 'One Location', 'Escape', 'Breaking the Fourth Wall', 'Miscellaneous Sports', 'Non-Chronological', 'Amputee', '2011 Oscars Best Picture Nominee', 'Survival Drama']"
73,Small-Time-Crooks#tab=summary,['Comedy'],[],English,['English'],"['Crime Comedy', 'Crime Caper', 'Heist', 'Relationships Gone Wrong', 'Rags to Riches', 'Entrepreneur', 'White Collar Crime', 'Riches to Rags', 'Romance']"
74,Center-Stage#tab=summary,['Drama'],['Columbia Pictures'],United States,['English'],"['Dancing', 'Sports Drama']"
75,Norm-of-the-North#tab=summary,['Adventure'],"['Splash Entertianment', 'Lionsgate', 'Assemblage Entertainment ', 'Telegael']",India,['English'],"['Animal Lead', 'Talking Animals', 'Set in New York City', 'Environment', 'Corporate Malfeasance']"
76,Catch-That-Kid#tab=summary,['Adventure'],[],Germany,['English'],"['Kid Spies', 'Heist']"
77,Jobs#tab=summary,"['Drama', 'Drama']","['Open Road Films', 'Five Star Feature Films', 'If Entertainment', 'Venture 4th', 'Silver Reel Entertainment', 'Open Road Films', 'Five Star Feature Films', 'If Entertainment', 'Venture 4th', 'Silver Reel Entertainment']",United States,"['English', 'English']","['Biography', 'Internet', 'Inventor', 'Non-Chronological', 'Dysfunctional Family', 'Biographical Drama', 'Prologue', '2000s', '1970s', '1980s', '1990s', 'Biography', 'Internet', 'Inventor', 'Non-Chronological', 'Dysfunctional Family', 'Biographical Drama', 'Prologue', '2000s', '1970s', '1980s', '1990s']"
78,Life-as-a-House#tab=summary,['Drama'],[],United States,[],"['Dysfunctional Family', 'Family Drama', 'Cancer', 'Terminal Illness', 'Fired', 'Architecture']"
79,Youth-in-Revolt#tab=summary,['Comedy'],"['Dimension Films', 'David Permut', 'Shangri-La Entertainment']",United States,['English'],"['Comedy Drama', 'Romance', 'Relationships Gone Wrong', 'Delayed Adulthood', 'Juvenile Delinquent', 'Animated Sequences', 'Loss Of Virginity', 'Epilogue', 'Dysfunctional Family']"
80,And-So-It-Goes#tab=summary,"['Comedy', 'Comedy']","['Castle Rock Entertainment', 'Rob Reiner', 'Alan Greisman', 'Foresight Unlimited', 'Envision Entertainment', 'Castle Rock Entertainment', 'Rob Reiner', 'Alan Greisman', 'Foresight Unlimited', 'Envision Entertainment']",United States,"['English', 'English']","['Real Estate Agent', 'Autumn Years', 'Unexpected Families', 'Dysfunctional Family', 'Misanthrope', 'December Romance', 'Romance', 'Directing Yourself', 'Comedy Drama', 'Real Estate Agent', 'Autumn Years', 'Unexpected Families', 'Dysfunctional Family', 'Misanthrope', 'December Romance', 'Romance', 'Directing Yourself', 'Comedy Drama']"
81,I-Love-You-Beth-Cooper#tab=summary,"['Romantic Comedy', 'Romantic Comedy']","['1492 Pictures', '1492 Pictures']",United States,"['English', 'English']","['Romantic Comedy', 'High School', 'Novel or Other Work Adapted by Author', 'Graduation', 'Romantic Comedy', 'High School', 'Novel or Other Work Adapted by Author', 'Graduation']"
82,Blow-Out#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']",[],United States,[],"['Crime Thriller', 'Movie Maker', 'Politicians', 'Sex Scandal', 'Political', 'Cover Up', 'Car Accident', 'Crime Thriller', 'Movie Maker', 'Politicians', 'Sex Scandal', 'Political', 'Cover Up', 'Car Accident']"
83,Tailor-of-Panama-The#tab=summary,['Thriller/Suspense'],[], ,[],"['Political Thriller', 'Secret Agent', 'MI6', 'Money Troubles', 'The Past Catching up with You', 'Going Legit']"
84,Legend-of-the-Lone-Ranger-The#tab=summary,['Western'],[],United States,['English'],[]
85,Labor-Day#tab=summary,['Drama'],"['Right of Way Films', 'Mr. Mudd']",United States,['English'],"['Single Parent', 'Fugitive / On the Run', 'Romance', 'Voiceover/Narration', 'Depression', 'Life on the Outside', 'Non-Chronological', 'Accidental Death', 'Death of a Son or Daughter', 'Death of a Spouse or Fiancée / Fiancé', 'Coming of Age', 'Anxiety and Phobias', 'Life Drama']"
86,Getaway#tab=summary,['Thriller/Suspense'],"['Warner Bros.', 'Dark Castle Entertainment', 'After Dark Films', 'Signature Entertainment', 'Silver Reel Entertainment']",Bulgaria,['English'],"['Kidnap', 'Rescue', 'Hackers', 'Internet', 'Car Chase', 'Auto Racing', 'Unnamed Character', 'Surprise Twist', 'Action Thriller']"
87,Ice-Storm-The#tab=summary,['Drama'],[],United States,[],"['Dysfunctional Family', 'Coming of Age', 'Life Drama', 'Infidelity', 'LGBTQ+', '1970s', 'Set in Connecticut', 'Extreme Weather']"
88,Being-Julia#tab=summary,['Drama'],[], ,[],"['Comedy Drama', '1930s', 'Set in London', 'Theater Actor', 'Relationships Gone Wrong', 'Infidelity', 'Gold Digger']"
89,Troop-Beverly-Hills#tab=summary,['Comedy'],[],United States,['English'],"['Family Comedy', 'Dysfunctional Family', 'Children Dealing with Divorce', 'Camping', 'Ensemble']"
90,Nine-1-2-Weeks#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']",[],United States,[],"['Erotic Thriller', 'Erotic Thriller']"
91,Last-Station-The#tab=summary,['Drama'],[],Germany,['English'],"['Biography', 'Writing and Writers']"
92,Dragonslayer#tab=summary,['Action'],[],United States,[],['Dragon']
93,Ed-Wood#tab=summary,['Comedy'],['Touchstone Pictures'],United States,['English'],"['Biography', 'Movie Business', 'Cross-Dressing', 'Wrestling', 'Breaking the Fourth Wall', 'Retro Black and White', 'LGBTQ+', 'Psychics', 'Performing Arts', 'Addiction', 'Relationships Gone Wrong', 'Transexual', 'Religious', 'Narcotics']"
94,Mongol#tab=summary,['Drama'],[],Germany,"['Mandarin', 'Mongolian']",['Foreign Language']
95,RocknRolla#tab=summary,['Action'],"['Warner Bros.', 'Dark Castle Entertainment', 'Toff Guy Films']",United Kingdom,"['English', 'Russian']","['Crime', 'Action Thriller', 'Organized Crime']"
96,Megaforce#tab=summary,['Action'],[],United States,[],[]
97,Maos-Last-Dancer#tab=summary,"['Drama', 'Drama']","['Great Scott Productions', 'Great Scott Productions']",United States,"['English', 'Mandarin', 'English', 'Mandarin']","['Biography', 'Dancing', 'Political', 'Biography', 'Dancing', 'Political']"
98,Hamlet-(1996)#tab=summary,['Drama'],[], ,[],[]
