,link,genre,company,country,language,keywords
51,Dark-Water#tab=summary,"['Horror', 'Horror']","['Touchstone Pictures', 'Pandemonium', 'Vertigo Films', 'Touchstone Pictures', 'Pandemonium', 'Vertigo Films']",United States,"['English', 'English']","['Supernatural Horror', 'Supernatural', 'Dysfunctional Family', 'Haunting', 'Remake', 'Foreign-Language Remake', 'Abandoned Child', 'Young Child Dealing with the Death of a Parent', 'Supernatural Horror', 'Supernatural', 'Dysfunctional Family', 'Haunting', 'Remake', 'Foreign-Language Remake', 'Abandoned Child', 'Young Child Dealing with the Death of a Parent']"
52,Avengers-The-(1998)#tab=summary,"['Adventure', 'Adventure']",[], ,[],[]
53,Black-Dahlia-The#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['Millennium Films', 'Signature Pictures', 'Equity Pictures Medienfonds GmbH & Co. KG III', 'Nu Image', 'Millennium Films', 'Signature Pictures', 'Equity Pictures Medienfonds GmbH & Co. KG III', 'Nu Image']",United States,"['English', 'English']","['Film Noir', 'Crime Thriller', 'Aspiring Actress / Actor', 'Murder Mystery', '1940s', 'LAPD', 'Police Detective', 'Film Noir', 'Crime Thriller', 'Aspiring Actress / Actor', 'Murder Mystery', '1940s', 'LAPD', 'Police Detective']"
54,EDtv#tab=summary,['Comedy'],"['Universal Pictures', 'Imagine Entertainment', 'Brian Grazer Productions']",United States,['English'],"['TV Industry', 'Satirical Comedy', 'Satire', 'Reality TV', 'Romance', 'Relationships Gone Wrong', 'Adult Child Dealing with the Death of a Parent', 'Adult Child of Divorce', 'Dysfunctional Family', 'Death of a Pet']"
55,Spirit-The#tab=summary,['Action'],"['Odd Lot Entertainment', 'Lionsgate']",United States,['English'],"['Action Thriller', 'Crime', 'Film Noir', 'Directing Yourself']"
56,Last-Castle-The#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['DreamWorks Pictures', 'Robert Lawrence Productions, Inc. ', 'DreamWorks Pictures', 'Robert Lawrence Productions, Inc. ']",United States,"['English', 'English']","['Action Thriller', 'Prison', 'Cruel Wardens or Prison Guards', 'Action Thriller', 'Prison', 'Cruel Wardens or Prison Guards']"
57,Inkheart#tab=summary,['Adventure'],['New Line Cinema'],Germany,['English'],[]
58,Monster-Hunter-(2020)#tab=summary,['Action'],"['Impact Pictures', 'Screen Gems', 'Constantin Film', 'Tencent Pictures ', 'Toho Co', 'AB2 Digital Pictures']",Germany,['English'],"['Action Adventure', 'Scene in End Credits', 'Alternative Dimensions / Parallel universe']"
59,Supernova#tab=summary,['Thriller/Suspense'],"['Screenland Pictures', 'United Artists', 'Hammerhead Productions', 'Metro-Goldwyn-Mayer Pictures']",United States,['English'],"['Psychological Thriller', 'Search and Rescue', 'Space Program', 'Relationships Gone Wrong', 'Domestic Abuse']"
60,Flyboys#tab=summary,"['Drama', 'Drama']","['Electric Entertainment', 'Skydance Productions', 'Ingenious Film Partners', 'Electric Entertainment', 'Skydance Productions', 'Ingenious Film Partners']",United States,"['English', 'English']","['In a Plane', 'World War I', 'War', 'War Drama', '1910s', 'Set in France', 'Epilogue', 'Romance', 'Romance during Wartime', 'In a Plane', 'World War I', 'War', 'War Drama', '1910s', 'Set in France', 'Epilogue', 'Romance', 'Romance during Wartime']"
61,Winters-Tale#tab=summary,['Drama'],"['Weed Road Pictures', 'Marc Platt Productions']",United States,['English'],"['Romance', 'Animal Lead', 'Cross-Class Romance', 'Terminal Illness', 'Reincarnation', 'Orphan', 'Love at First Sight', 'Romantic Drama', 'Famously Bad']"
62,Holy-Man#tab=summary,['Comedy'],[],United States,['English'],"['Religious', 'Satirical Comedy', 'Satire', 'TV Industry', 'Romance']"
63,Meet-Dave#tab=summary,"['Adventure', 'Adventure']","['Twentieth Century Fox', 'Regency Enterprises', 'Friendly Films', 'Guy Walks Into a Bar', 'Twentieth Century Fox', 'Regency Enterprises', 'Friendly Films', 'Guy Walks Into a Bar']",United States,"['English', 'English']","['Friendly Alien on Earth', 'Robot', 'Same Actor, Multiple Roles', 'Friendly Alien on Earth', 'Robot', 'Same Actor, Multiple Roles']"
64,Nightmare-Alley-(2021)#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['Searchlight Pictures      ', 'Double Dare You', 'Searchlight Pictures      ', 'Double Dare You']",United States,"['English', 'English']","['Psychological Thriller', 'Ensemble', 'Fake Psychics', 'Confidence Men', 'Relationships Gone Wrong', 'Abusive Therapists', 'No Honor Among Thieves', 'Fugitive / On the Run', 'Homeless', '2022 Oscars Best Picture Nominee', 'Psychological Thriller', 'Ensemble', 'Fake Psychics', 'Confidence Men', 'Relationships Gone Wrong', 'Abusive Therapists', 'No Honor Among Thieves', 'Fugitive / On the Run', 'Homeless', '2022 Oscars Best Picture Nominee']"
65,Great-Raid-The#tab=summary,"['Action', 'Action']","['Marty Katz Productions', 'Lawrence Bender', 'Marty Katz Productions', 'Lawrence Bender']",Australia,"['English', 'Filipino', 'Japanese', 'Tagalog', 'English', 'Filipino', 'Japanese', 'Tagalog']","['World War II', 'War', 'Action Thriller', 'Rescue', 'POW', '1940s', 'World War II', 'War', 'Action Thriller', 'Rescue', 'POW', '1940s']"
66,Rock-Dog-(China)#tab=summary,['Adventure'],"['Summit Premiere', 'Huayi Brothers Corp.', 'Mandoo Pictures', 'Huayi Tencent Entertainment Company', 'Eracme Entertainment', 'Dream Factory Group']",China,"['English', 'Mandarin']","['Animal Lead', 'Talking Animals', 'Father’s Footsteps', 'Musicians', ""Rock 'n' Roll"", 'Development Hell', '3-D', '3-D - Shot in 3-D']"
67,Mortdecai#tab=summary,"['Action', 'Action']","['Infinitum Nihil', 'Mad Chance', 'Lionsgate', 'OddLot Entertainment', 'Infinitum Nihil', 'Mad Chance', 'Lionsgate', 'OddLot Entertainment']",United States,"['PG-13', 'English', 'PG-13', 'English']","['Heist', 'Private Investigator', 'Treasure Hunters', 'Nazis', 'Nazi', 'Nazi Treasure', 'Ensemble', 'Action Comedy', 'Famously Bad', 'Heist', 'Private Investigator', 'Treasure Hunters', 'Nazis', 'Nazi', 'Nazi Treasure', 'Ensemble', 'Action Comedy', 'Famously Bad']"
68,SpongeBob-Movie-Sponge-on-the-Run-The-(2020)#tab=summary,['Adventure'],"['Nickelodeon Films', 'Paramount Animation', 'United Plankton Pictures', 'Mikros Image Animation']",United States,['English'],[]
69,In-the-Name-of-the-King-A-Dungeon-Siege-Tale#tab=summary,"['Action', 'Action']","['Boll KG Productions ', 'Brightlight Pictures', 'Herold Productions', 'Boll KG Productions ', 'Brightlight Pictures', 'Herold Productions']",Germany,"['English', 'English']",[]
70,Beyond-Borders#tab=summary,"['Drama', 'Drama']",[],United States,"['English', 'English']",[]
71,Xi-You-Ji-zhi-Sun-Wu-Kong-San-Da-Bai-Gu-Jing-(China)-(2016)#tab=summary,"['Action', 'Action']","['Global Star Productions', 'China Film Company', 'Fanoy Planet Entertainment', 'HG Entertainment', 'Luxun Group', 'Jiangsu Wenhua Dongrun Film and TV Culture', 'Yoo.com', 'IQIYI Motion Pictures', 'Filmko Film Co', 'Golden Shores Films', 'Global Star Productions', 'China Film Company', 'Fanoy Planet Entertainment', 'HG Entertainment', 'Luxun Group', 'Jiangsu Wenhua Dongrun Film and TV Culture', 'Yoo.com', 'IQIYI Motion Pictures', 'Filmko Film Co', 'Golden Shores Films']",China,"['Mandarin', 'Mandarin']","['Demons', 'Shapeshifter', 'Buddhism', 'Witches', 'Monks and Nuns', 'Demons', 'Shapeshifter', 'Buddhism', 'Witches', 'Monks and Nuns']"
72,Informer-The-(UK)#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['Thunder Road Film', 'Aviron Pictures', 'The Fyzz Facility', 'Maddem Films Limited', 'Thunder Road Film', 'Aviron Pictures', 'The Fyzz Facility', 'Maddem Films Limited']",United Kingdom,"['English', 'English']","['Set in New York', 'Ex-soldier', 'Confidential Informant', 'Prison', 'Gangs', 'Crime Boss', 'FBI', 'Criminals Working With Cops', 'Set in New York', 'Ex-soldier', 'Confidential Informant', 'Prison', 'Gangs', 'Crime Boss', 'FBI', 'Criminals Working With Cops']"
73,Coming-2-America-(2020)#tab=summary,"['Comedy', 'Comedy']",[],United States,"['English', 'English']","['Delayed Sequel', 'Unexpected Families', 'Family Comedy', 'Dysfunctional Family', 'Royalty', 'Delayed Sequel', 'Unexpected Families', 'Family Comedy', 'Dysfunctional Family', 'Royalty']"
74,Ridiculous-6-The#tab=summary,"['Comedy', 'Comedy']","['Happy Madison', 'Happy Madison']",United States,"['English', 'English']","['Ensemble', 'Gratuitous Cameos', 'Spoof', 'Native Americans', 'Dysfunctional Family', 'Kidnap', 'Rescue', 'Early / Simultaneous Video-on-Demand release', 'Ensemble', 'Gratuitous Cameos', 'Spoof', 'Native Americans', 'Dysfunctional Family', 'Kidnap', 'Rescue', 'Early / Simultaneous Video-on-Demand release']"
75,Lady-and-the-Tramp-(2019)#tab=summary,"['Adventure', 'Adventure']","['Taylor Made', 'Taylor Made']",United States,"['English', 'English']","['Direct-to-Video', 'Remake', 'Direct-to-Video', 'Remake']"
76,Sherlock-Gnomes-(2018)#tab=summary,['Adventure'],"['Metro-Goldwyn-Mayer Pictures', 'Rocket Pictures', 'Paramount Pictures']",United States,['English'],"['Private Investigator', 'Romance', 'Animated Inanimate Objects', 'Delayed Sequel', 'Missing Person', '3-D', '3-D - Shot in 3-D']"
77,Kid-Who-Would-Be-King-The-(UK)-(2019)#tab=summary,['Adventure'],"['Working Title Films', 'Big Talk Pictures', '20th Century Fox']",United Kingdom,['English'],"['Bullies', 'Secret Magic', 'Same Role, Multiple Actors', 'Good vs. Evil', 'Dragon']"
78,Deadpool#tab=summary,['Action'],['Marvel Studios'],United States,['English'],"['Terminal Illness', 'Cancer', 'Special Ops', 'Romance', 'Medical Crimes', 'Human Experimentation', 'Revenge', 'Gratuitous Cameos', 'Development Hell', 'Marvel Comics', 'Motion Capture Performance', 'IMAX: DMR', 'Filmed in North Shore Studios, Vancouver, BC, Canada', 'Filmed in Vancouver, BC, Canada', 'Filmed in British Columbia, Canada', 'Filmed in Canada', 'Filmed in Georgia Viaduct, Vancouver, BC, Canada', 'Filmed in Boundary Bay Regional Airport, Delta, BC, Canada', 'Filmed in Delta, BC, Canada', 'Filmed in The Zone Bowling Centre, Richmond, BC, Canada', 'Filmed in Richmond, BC, Canada', 'Filmed in Riverview Hospital, Coquitlam, BC, Canada', 'Filmed in Coquitlam, BC, Canada', 'Filmed in Terminal City Iron Works, Langley, BC, Canada', 'Filmed in Langley, BC, Canada', 'Filmed in Chinatown, Vancouver, BC, Canada', 'Filmed in Downtown, Vancouver, BC, Canada', 'Filmed in PNE Agrodome, Vancouver, BC, Canada', 'Filmed in The Ironworks Studios, Vancouver, BC, Canada', 'Filmed in Cobalt Hotel, Vancouver, BC, Canada', 'Filmed in No5 Orange, Vancouver, BC, Canada', 'Filmed in Hatley Castle, Victoria, BC, Canada', 'Filmed in Victoria, BC, Canada', 'Filmed in Royal Roads University, Victoria, BC, Canada']"
79,American-Sniper#tab=summary,['Drama'],"['Mad Chance', '22nd & Indiana ', 'Malpaso Productions']",United States,['English'],"['Iraq War', 'War', 'Inspired by a True Story', 'Biography', 'Autobiographical', 'Sniper', 'Dysfunctional Family', 'PTSD', '2015 Oscars Best Picture Nominee', 'IMAX: DMR', 'Biographical Drama', 'Filmed in Los Angeles, CA', 'Filmed in Los Angeles County, CA', 'Filmed in California, United States', 'Filmed in United States', 'Filmed in Morocco', 'Filmed in El Centro, CA', 'Filmed in Imperial County, CA', 'Filmed in Santa Clarita, CA', 'Filmed in Seal Beach, CA', 'Filmed in Orange County, CA']"
80,Goosebumps#tab=summary,['Horror'],"['Columbia Pictures', 'Sony Pictures Animation', 'LStar Capital', 'Village Roadshow Productions', 'Original Film', 'Scholastic Entertainment Inc.']",United States,['English'],"['Writing and Writers', 'Young Adult Book Adaptation', 'Creature Feature', 'Werewolf', 'Killer Inanimate Objects', 'Bigfoot', 'Fiction / Reality Crossover', 'Monster', '3-D', '3-D - Post-production Conversion', 'Kids Horror']"
81,Rambo-III#tab=summary,['Action'],[],United States,[],"['War', 'Set in Afghanistan', 'Action Adventure', 'C.I.A.', 'Mercenaries', 'Set in Thailand', 'Rescue', 'Special Ops']"
82,Sabrina#tab=summary,['Romantic Comedy'],"['Mirage', 'Scott Rudin Productions', 'Sandollar']",United States,['English'],"['Romance', 'Romantic Comedy', 'Sibling Rivalry', 'Love Triangle', 'Relationships Gone Wrong', 'Remake']"
83,Red-Tails#tab=summary,['Action'],"['20th Century Fox', 'Lucasfilm']",United States,['English'],"['World War II', 'African Americans', 'War', 'In a Plane', 'Bigotry', 'Discrimination', 'Ensemble', 'Visual Effects', 'Development Hell']"
